entre, between
ameublement, furniture
alcoolique, alcoholic
abîmer, spoil
virilité, virility
tord, twists
tentent, try
sperme, sperm
putes, whores
protestante, Protestant
proposant, offering
oral, oral
olympia, olympia
museum, museum
mouette, seagull
mercedes, mercedes
ménopause, menopause
mathématicien, mathematician
martial, martial
coucou, cuckoo
copines, girlfriends
consécration, consecration
caen, caen
broche, spindle
blockhaus, blockhouse
apparitions, appearances
alcools, alcohols
aggraver, aggravate
usent, wear
suppliant, begging
sucres, sugars
sortez, get out
socialement, socially
pérou, Peru
performance, performance
pékin, Pekin
orly, orly
opératoire, operative
oom, oom
muguet, thrush
mondiaux, world
lanternes, lanterns
kaki, khaki
impalpable, impalpable
giovanni, giovanni
fresnel, fresnel
foot, football
embarqué, Embedded
emballage, packing
donnes, give
détritus, detritus
contrée, country
compliment, compliment
cassis, blackcurrant
attirant, attractive
ambassadeurs, Ambassadors
tuait, killed
sand, sand
remises, discounts
présentations, presentations
poires, pears
permettraient, would 
péniche, barge
marshall, marshall
libraire, bookseller
législatives, legislative
laisses, Leashes
infrastructure, infrastructure
hum, hum
harmonieuse, harmonious
hanté, haunted
gourmandise, gluttony
franz, franz
foetus, fetus
feuilleton, serial
estampes, prints
disputes, quarrels
connard, shithead
connaisseur, connoisseur
conçues, designed
compta, accounting
combles, loft
citations, quotes
cavale, lam
caricature, caricature
candide, candid
calais, calais
brumaire, Brumaire
broca, broca
bibliographie, bibliography
berg, berg
artère, artery
annonçaient, announced
alphabétique, alphabetical
aidée, helped
administrer, administer
accession, accession
vignoble, vineyard
titi, titi
taverne, tavern
sentez, feel
résidu, residue
rédacteurs, Editors
rectangulaires, rectangular
projecteur, projector
menuisier, carpenter
lacroix, lacroix
kiosque, kiosk
intuitive, intuitive
hideux, hideous
hargneux, fractious
fontainebleau, fontainebleau
félicitations, congratulations
fantasmes, fantasies
diagrammes, diagrams
diagonale, diagonal
dentiste, dentist
déclarant, declaring
couronnement, coronation
commercialisation, marketing
clairon, bugle
chialer, blubber
amorcée, initiated
agriculteur, farmer
admirais, admired
zoo, zoo
typologie, typology
tracteurs, tractors
selles, stools
saucisses, sausages
sanguine, blood
rusé, crafty
recommander, recommend
plains, complain
persil, parsley
parlerons, talk
paraîtra, appear
oublia, forgot
lacune, gap
journalisme, journalism
iraient, would go
illustrations, illustrations
homère, Homer
foncer, charge
flexion, flexion
fabricant, manufacturer
exigeante, demanding
doula, doula
continuons, continue
continuera, continue
constellations, constellations
cinémas, cinemas
brochures, brochures
bourdon, bumblebee
ball, ball
attendions, expected
arabesques, arabesques
annuaire, directory
aliénation, alienation
accueillait, welcomed
abraham, abraham
abeille, bee
trésorier, treasurer
tom, tom
terroristes, terrorist
synthèses, syntheses
studios, studios
séduisante, attractive
rhubarbe, rhubarb
retournés, back
retards, delays
préliminaires, preliminaries
mohammed, Mohammed
jeûne, fasting
indigné, indignant
incolore, colorless
impressionnante, impressive
huiles, oils
gouvernemental, governmental
garnis, trimmed
gaine, sheath
fluides, fluids
externat, Externship
expédié, sent
entités, entities
dénonce, denounces
cocktail, cocktail
claques, slapping
célébrité, celebrity
casier, locker
cameroun, Cameroon
boussole, compass
biberon, baby bottle
béatitude, bliss
avarice, avarice
aquarium, aquarium
amande, almond
acheteur, buyer
yacht, yacht
volaille, poultry
violer, violate
vestes, jackets
trio, trio
tousser, cough
substrat, substratum
sondage, survey
saucisson, sausage
sacrilège, sacrilege
proviseur, headmaster
ottaviani, ottaviani
maladroite, clumsy
lots, Lots
lingerie, lingerie
laval, laval
irez, go
honoraires, fees
grillé, grilled
grappe, cluster
gin, gin
garagiste, mechanic
fables, fables
estuaire, estuary
cambridge, cambridge
cabaret, cabaret
boum, bang
boris, boris
bite, cock
asiatiques, Asian
artisanal, craft
arti, ar
aligner, align
adapte, adapts
acoustique, acoustic
achetés, purchased
venions, had just
terminal, terminal
tee, tee
suspendues, suspended
spatial, spatial
silice, silica
sensuelle, sensual
scotch, Scotch
résolutions, resolutions
réponde, responds
reims, reims
rance, rancid
poussin, chick
paumé, lost
partirent, left
mario, mario
loterie, lottery
leu, leu
jade, jade
irrégulier, irregular
intervenant, speaker
indicatif, indicative
hêtre, beech
gérer, manage
fîmes, FIMES
filiales, subsidiaries
eûmes, eûmes
diurne, diurnal
cherches, looking
célibataires, single
carter, housing
calories, calories
attaquant, attacker
assigner, assign
apparaîtra, appear
antilles, West Indies
anse, cove
annoncent, Announce
allègre, blithe
vosges, vosges
voleuse, thief
virginia, virginia
verve, verve
verni, varnished
ustensiles, utensils
urgente, urgent
turque, Turkish
trinité, trinity
tâter, feel
séducteur, seducer
saurions, would know
promeneurs, walkers
paresseuse, lazy
opéras, operas
mouchoirs, handkerchiefs
mireille, mireille
microfilm, microfilm
masqué, masked
instantanée, Instant
infirmier, Nursing
incomplet, incomplete
impressionnisme, impressionism
frayer, spawn
fernando, fernando
escabeau, stool
dot, dowry
déménagement, move
démarrer, start
décident, decide
corail, coral
continuais, continued
chemisier, blouse
champêtre, rural
céline, céline
cafetière, coffee maker
bracelets, bracelets
bocal, jar
bandeau, headband
aubert, aubert
annoncée, announced
alex, alex
aillent, go
agenda, diary
affreusement, frightfully
tranché, sliced
tournai, turned
sentons, feel
salomon, Solomon
ricane, snickers
punaises, bugs
patins, skates
gordon, gordon
geoffroy, Geoff
géniale, great
frisés, curly
fourneaux, furnaces
fleurie, flowers
fiscalité, tax system
exagération, exaggeration
douglas, douglas
demandons, ask
croisant, crossing
crayons, pencils
continuation, continuation
commenter, comment
cinoche, cinoche
chimère, chimera
bave, slime
adultère, adultery
adjectif, adjective
accordéon, accordion
vivace, perennial
violences, violence
vatican, Vatican
sommaires, summary
ruptures, ruptures
rosé, rose
regardes, look
rate, spleen
pioche, pick
paradoxes, paradoxes
modéré, moderate
métrique, metric
manquant, missing
maisonnette, small house
julienne, Julian
inceste, incest
galant, gallant
flottante, Floating
flatter, flatter
farida, farida
exclamation, exclamation
diffus, diffuse
classicisme, classicism
charlot, Charlie
blondel, blondel
blagues, jokes
argenté, silver
appellerait, call
zénith, zenith
verge, penis
vaux, dale
tremper, dip
têtu, stubborn
similaires, Similar
servez, use
rousses, redheads
rentrées, returns
préfères, prefer
perché, perched
partitions, scores
oublient, forget
ordinateur, computer
omelette, omelette
maçon, mason
lue, read
liant, binder
légales, Legal
janine, janine
informés, informed
grues, cranes
gluant, sticky
escrime, fencing
détester, hate
délicieusement, deliciously
copenhague, copenhagen
coca, coca
ceinturon, belt
cars, cars
butch, butch
bruyant, noisy
black, black
apothéose, apotheosis
animateur, animator
améliorée, improved
alcôve, alcove
affolement, panic
voudriez, would want
suce, sucks
rhume, cold
radis, radish
radieuse, radiant
pulmonaire, pulmonary
peugeot, peugeot
ondulations, waves
oies, geese
nickel, nickel
médiateur, mediator
mannequins, dummies
layon, transect
irlandais, Irish
instantané, instantaneous
imparfait, imperfect
guérie, cured
graisses, fat
geoffrey, geoffrey
ford, ford
favorite, favored
drogues, Drugs
dilemme, dilemma
cyclistes, cyclists
cow, cow
communiqués, communicated
claudie, claudie
cecilia, cecilia
cast, cast
canaille, canaille
calotte, cap
brouette, wheelbarrow
besançon, besançon
attendus, expected
articuler, articulate
wang, wang
voté, voted
vagabond, vagabond
translucide, translucent
terminale, terminal
squelettes, skeletons
souillé, contaminated
soufflet, bellows
retraites, pensions
profitent, benefit
pirates, pirates
peter, peter
méditations, meditations
marginal, marginal
manies, manias
magma, magma
magicien, magician
hertz, hertz
hébergement, accommodation
graal, Grail
gourmand, greedy
flandre, flanders
entrave, obstacle
entendement, understanding
emblème, emblem
cyclique, cyclic
contractions, contractions
contamination, contamination
conspiration, conspiracy
championnat, championship
baltes, Baltic
attendrir, tenderize
attendrai, wait
athlètes, Athletes
apprenne, learn
appellerai, call
ambiguë, ambiguous
amandes, almonds
albums, albums
adhérer, join
ablation, ablation
voudrions, would want
trier, sort
survivant, survivor
squaw, squaw
serein, serene
self, self
savoureux, tasty
restreindre, restrict
reliant, connecting
reines, queens
prive, deprives
pointer, point
pianiste, pianist
pervers, perverse
nomade, nomad
martyrs, Martyrs
marrons, brown
lexique, lexicon
jante, rim
isolant, insulation
hôtelier, hotel
hollywood, hollywood
hardes, Herds
grenat, garnet
gourde, gourd
gonzague, gonzague
fléau, scourge
escargots, snails
entracte, intermission
embauche, hiring
déploiement, deployment
delphine, delphine
corbeau, raven
combinée, combined
clandestins, illegal
caution, bail
bretonne, Breton
bêche, spade
vitreux, glassy
vertigineux, vertiginous
tokyo, tokyo
tabou, taboo
suivra, will
substitut, surrogate
sida, AIDS
rubens, rubens
rime, rhyme
repartie, repartee
rébellion, rebellion
rai, rai
poterie, pottery
posais, asking
pieu, stake
peignait, painted
payant, paying
paon, peacock
paillettes, Sequins
missionnaires, missionaries
missionnaire, missionary
manipuler, manipulate
living, living
jumeau, twin
jeans, jeans
incroyablement, incredibly
harmonique, harmonic
gui, mistletoe
gemme, gem
enduit, coating
ellipse, ellipse
colorants, dyes
cocu, cuckold
cnrs, cnrs
cabas, shopping bag
bûche, log
bretons, Breton
bey, bey
arabesque, arabesque
amorcer, initiate
accroupie, squatting
accompagnées, accompanied
abolir, abolish
texture, texture
sylvestre, sylvan
spirales, spirals
sidérurgie, steel industry
salutaire, beneficial
sahara, Sahara
perdrait, lose
partirait, depart
partais, was leaving
oublies, forget
olives, olives
nichons, tits
moqueur, mocker
montures, frames
modération, moderation
legs, legacy
kong, Kong
interrogations, questions
hlm, hlm
hébreu, Hebrew
gardienne, guardian
fusse, Füsse
fourrures, fur
forfait, package
fendu, split
envoient, send
chanvre, hemp
carcassonne, carcassonne
brouille, quarrel
boston, boston
basilique, basilica
bail, lease
anonymat, anonymity
american, american
amèrement, bitterly
aménagée, fitted
admit, admitted
acharne, persists
accepterait, accept
west, west
voirie, road
vends, sell
traductions, translations
tactiques, tactics
syllabe, syllable
spécimens, specimens
soudure, welding
robinets, taps
reparaître, reappear
raccrocher, hang up
provenir, come
prenions, take
peluche, plush
mules, mules
meudon, meudon
métropolitaine, Metropolitan
lyonnais, Lyon
loyal, loyal
job, job
indicateurs, indicators
incarné, incarnate
gourmande, Gourmet
fossile, fossil
forgeron, smith
dévoiler, reveal
corée, Korea
colloque, seminar
capri, capri
aspirer, aspire
applaudir, applaud
antiquités, antiquities
amalgame, amalgam
alimente, feeds
accompagnement, accompaniment
accentuée, accentuated
zoologie, zoology
virages, turns
teinture, dye
surnaturelle, supernatural
supprimée, removed
saurez, know
rafraîchir, refresh
pope, pope
pleurent, cry
pendules, clocks
patriotisme, patriotism
ouragan, hurricane
notoriété, notoriety
moselle, moselle
monceau, heap
migraine, migraine
métriques, metric
métamorphoses, metamorphoses
meeting, meeting
lisbonne, Lisbon
hebdomadaires, Weekly
grief, grievance
gautier, gautier
fox, fox
flash, flash
engrenage, gearing
dragons, Dragons
dictateur, dictator
destinataire, recipient
dada, hobbyhorse
corner, corner
consulat, consulate
colonisation, colonization
collaborer, collaborate
choqué, shocked
cascades, waterfalls
bonus, bonus
bandit, bandit
bananes, bananas
babylone, Babylon
baby, baby
autorisations, authorizations
assemblages, assemblies
ahmed, ahmed
afficher, display
adhérence, adherence
walter, walter
vulgarisation, popularization
volcan, volcano
ulcère, ulcer
troie, Trojan
sonneries, ringtones
sandwiches, sandwiches
romance, romance
réverbère, street lamp
réfractaire, refractory
recoin, corner
réceptions, receptions
pignons, Gables
paternité, paternity
passionnés, passionate
nini, nini
mouille, wet
morsure, bite
mongol, Mongolian
moelleux, soft
martine, martine
manon, manon
mamans, Moms
magnésium, magnesium
love, love
louanges, praise
localiser, locate
judith, judith
fresnes, fresnes
fraise, strawberry
filtrer, filter
envoyées, sent
enfers, Hell
démêler, unravel
connexions, connections
colin, hake
chapot, Chapot
cépages, varieties
caniveau, gutter
cancers, cancers
bronzes, bronzes
boiteux, lame
big, big
basé, based
antre, den
angers, angers
anarchiste, anarchist
africaines, African
affolée, distraught
adéquate, adequate
abattue, shot
tuent, kill
tournèrent, turned
touraine, touraine
semences, seeds
saurons, know
ricanant, grin
retraités, Retirees
rectifier, correct
reconstitue, reconstitutes
réalistes, realistic
radiophonique, radio
radiographie, radiography
racisme, racism
philippines, philippines
paco, paco
obsèques, funeral
nuisible, harmful
notice, notice
négoce, trading
mule, mule
module, module
malika, malika
inquisition, inquisition
humaniste, humanist
gentilhomme, gentleman
garant, guarantor
gages, wages
fruitiers, fruit
espion, spy
donnai, gave
